name,description,avatar_url,blog_url,github_url
"dgonzdev","Senior Software Engineer","https://gravatar.com/avatar/8a3a64200267b42e87e023287a284e05e3fb69bea97810b0646f939f8274b744.jpg?s=100","","https://github.com/dgonzdev"
